"c..Marco.Buschmann....Hakan.Demir....Hubertus.Heil....Marie.Agnes.Strack.Zimmermann...","c...FDP.....SPD.....SPD.....FDP.....AfD.....FDP.....Bündnis.90.Die.Grünen...","c..Bundestag....Bundestag....Bundestag....Bundestag....Bundestag...","c..https...www.abgeordnetenwatch.de..profile.marco.buschmann..."
"Uta Röpcke"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/uta-roepcke"
"Stefanie Bung"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stefanie-bung"
"Niklas Nienaß"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/niklas-nienass"
"Lisa Maria Otte"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/lisa-maria-otte"
"Sarah Lahrkamp"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sarah-lahrkamp"
"Christian Bernreiter"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/christian-bernreiter"
"Carola Ensslen"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/carola-ensslen"
"Martin Hahn"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/martin-hahn"
"Winfried Hermann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/winfried-hermann"
"Martin Buschmann"," parteilos","EU-Parlament","https://www.abgeordnetenwatch.de//profile/martin-buschmann"
"Ines Springer"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ines-springer"
"Catherine Kern"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/catherine-kern"
"Stefan Berger"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/stefan-berger"
"Andreas Noack"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/andreas-noack-0"
"Silke Seif"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/silke-seif"
"Thomas Silberhorn"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-silberhorn"
"Christian Hirte"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-hirte"
"Sabine Bätzing-Lichtenthäler"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/sabine-baetzing-lichtenthaeler"
"Moritz Oppelt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/moritz-oppelt"
"Björn Wohlert"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/bjoern-wohlert"
"Rita Hagl-Kehl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/rita-hagl-kehl"
"Dennis Buchner"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/dennis-buchner"
"Barbara Fuchs"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/barbara-fuchs"
"Nicole Walter-Mundt"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/nicole-walter-mundt"
"Erwin Köhler"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/erwin-koehler"
"Mathias Schulz"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/mathias-schulz-0"
"Mark Helfrich"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mark-helfrich"
"Siegfried Lorek"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/siegfried-lorek"
"Kristin Brinker"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/kristin-brinker"
"Hubert Hüppe"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/hubert-hueppe"
"Uta Röpcke"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/uta-roepcke"
"Stefanie Bung"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stefanie-bung"
"Niklas Nienaß"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/niklas-nienass"
"Lisa Maria Otte"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/lisa-maria-otte"
"Sarah Lahrkamp"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sarah-lahrkamp"
"Christian Bernreiter"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/christian-bernreiter"
"Carola Ensslen"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/carola-ensslen"
"Christos Katzidis"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/christos-katzidis"
"Björn Lakenmacher"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/bjoern-lakenmacher"
"Eka von Kalben"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/eka-von-kalben"
"Katalin Gennburg"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katalin-gennburg"
"Michael Sacher"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-sacher"
"Friedrich Haag"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/friedrich-haag"
"Lisa Knack"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/lisa-knack"
"Cornelia Ernst"," DIE LINKE","EU-Parlament","https://www.abgeordnetenwatch.de//profile/cornelia-ernst"
"Gulfam Malik"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/gulfam-malik"
"Sabine Hartmann-Müller"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/sabine-hartmann-mueller"
"Damiano Valgolio"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/damiano-valgolio"
"Matthias Kollatz"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/matthias-kollatz"
"Susanne Schneider"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/susanne-schneider"
"Uwe Adler"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/uwe-adler"
"Manfred Uekermann"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/manfred-uekermann"
"Nelly Waldeck"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/nelly-waldeck"
"Pascal Leddin"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/pascal-leddin"
"Kai Wegner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/kai-wegner"
"Matthias Ecke"," SPD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/matthias-ecke"
"Nadine Hoffmann"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/nadine-hoffmann"
"Andre Baumann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andre-baumann-0"
"Georg-Ludwig von Breitenbuch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/georg-ludwig-von-breitenbuch"
"Matthias Czech"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/matthias-czech"
"Anke Fuchs-Dreisbach"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/anke-fuchs-dreisbach"
"Lars Harms"," SSW","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/lars-harms"
"Sebastian Brehm"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/sebastian-brehm"
"Jule Wenzel"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jule-wenzel"
"Alfred Dannenberg"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/alfred-dannenberg"
"Marion Gentges"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/marion-gentges"
"Thomas Poreski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-poreski"
"René Aust"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/rene-aust"
"Thomas Schmidt"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/thomas-schmidt"
"Steffen Dittes"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/steffen-dittes"
"Damiano Valgolio"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/damiano-valgolio"
"Matthias Kollatz"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/matthias-kollatz"
"Susanne Schneider"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/susanne-schneider"
"Silke Backsen"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/silke-backsen"
"Jan Schröder"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jan-schroeder"
"Uwe Adler"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/uwe-adler"
"Kai Wegner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/kai-wegner"
"Matthias Ecke"," SPD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/matthias-ecke"
"Nadine Hoffmann"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/nadine-hoffmann"
"Andre Baumann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andre-baumann-0"
"Manfred Uekermann"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/manfred-uekermann"
"Nelly Waldeck"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/nelly-waldeck"
"Pascal Leddin"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/pascal-leddin"
"Georg-Ludwig von Breitenbuch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/georg-ludwig-von-breitenbuch"
"Matthias Czech"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/matthias-czech"
"Anke Fuchs-Dreisbach"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/anke-fuchs-dreisbach"
"Lars Harms"," SSW","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/lars-harms"
"Thomas Poreski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-poreski"
"Michael Frisch"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-frisch"
"Gregor Kaiser"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/gregor-kaiser"
"Kevin Leiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/kevin-leiser"
"Jule Wenzel"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jule-wenzel"
"Alfred Dannenberg"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/alfred-dannenberg"
"Bernd Buchholz"," FDP","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/bernd-buchholz"
"Dirk Spaniel"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/dirk-spaniel"
"René Bochmann"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/rene-bochmann"
"Jürgen Kretz"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-kretz"
"Martin Modschiedler"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/martin-modschiedler"
"Erik Schweickert"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/erik-schweickert"
"Jürgen Braun"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-braun"
"Gabriele Triebel"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/gabriele-triebel"
"Henry Worm"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/henry-worm"
"Deniz Çelik"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/deniz-celik"
"Jens Koeppen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-koeppen"
"Andrea Bogner-Unden"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andrea-bogner-unden"
"Norbert Maria Altenkamp"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/norbert-maria-altenkamp"
"Nils Hansen"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/nils-hansen"
"Marion Gentges"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/marion-gentges"
"Thomas Poreski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-poreski"
"Michael Frisch"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-frisch"
"Gregor Kaiser"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/gregor-kaiser"
"Johannes Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/johannes-mueller"
"Ingo Flemming"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ingo-flemming"
"Julia Barth-Dworzynski"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/julia-barth-dworzynski"
"Petra Häffner"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-haeffner"
"Nadja Weippert"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/nadja-weippert"
"Katharina Willkomm"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/katharina-willkomm"
"Bernd Mettenleiter"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/bernd-mettenleiter"
"Rico Gebhardt"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/rico-gebhardt"
"Andreas Bleck"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-bleck"
"Niklas Nüssle"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/niklas-nuessle"
"Timm Kern"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/timm-kern"
"Karlheinz Busen"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/karlheinz-busen"
"Ralph Edelhäußer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/ralph-edelhaeusser"
"André Wendt"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/andre-wendt"
"Volkmar Klein"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/volkmar-klein"
"Klara Schedlich"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/klara-schedlich"
"Cornelia Klisch"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/cornelia-klisch"
"Nina Warken"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/nina-warken"
"Lars Patrick Berg"," Bündnis Deutschland","EU-Parlament","https://www.abgeordnetenwatch.de//profile/lars-patrick-berg"
"Lars Düsterhöft"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/lars-duesterhoeft"
"Christian Dirschauer"," SSW","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/christian-dirschauer"
"Jürgen Pohl"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-pohl"
"Ricarda Budke"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/ricarda-budke"
"Kerstin Vieregge"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/kerstin-vieregge"
"Markus Buchheit"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/markus-buchheit"
"Johannes Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/johannes-mueller"
"Ingo Flemming"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ingo-flemming"
"Julia Barth-Dworzynski"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/julia-barth-dworzynski"
"Petra Häffner"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-haeffner"
"Nadja Weippert"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/nadja-weippert"
"Katharina Willkomm"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/katharina-willkomm"
"Bernd Mettenleiter"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/bernd-mettenleiter"
"Rico Gebhardt"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/rico-gebhardt"
"Andreas Bleck"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-bleck"
"Niklas Nüssle"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/niklas-nuessle"
"Timm Kern"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/timm-kern"
"Julia Retzlaff"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/julia-retzlaff"
"Meta Janssen-Kucz"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/meta-janssen-kucz"
"Jan Ralf Nolte"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/jan-ralf-nolte"
"Taylan Kurt"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/taylan-kurt"
"Eileen Woestmann"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/eileen-woestmann"
"Andreas Hoffmann"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/andreas-hoffmann-1"
"Dennis Radtke"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/dennis-radtke"
"Björn Thümler"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/bjoern-thuemler"
"Isabell Huber"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/isabell-huber"
"Britta Herrmann"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/britta-herrmann"
"Thomas Dörflinger"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-doerflinger-0"
"Oliver Krauß"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/oliver-krauss"
"Doris Rauscher"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/doris-rauscher"
"Linus Görg"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/linus-goerg"
"Kerstin Köditz"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/kerstin-koeditz"
"Daniela Billig"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/daniela-billig"
"Danny Eichelbaum"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/danny-eichelbaum"
"Christel Oldenburg"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/christel-oldenburg"
"Josef Rief"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/josef-rief"
"Thomas Blenke"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-blenke"
"Frank Rinck"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-rinck"
"Pascal Mennen"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/pascal-mennen"
"Kerstin Vieregge"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/kerstin-vieregge"
"Markus Buchheit"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/markus-buchheit"
"Ricarda Budke"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/ricarda-budke"
"Ingo Flemming"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ingo-flemming"
"Julia Barth-Dworzynski"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/julia-barth-dworzynski"
"Petra Häffner"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-haeffner"
"Nadja Weippert"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/nadja-weippert"
"Katharina Willkomm"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/katharina-willkomm"
"Johannes Müller"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/johannes-mueller"
"Rico Gebhardt"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/rico-gebhardt"
"Andreas Bleck"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-bleck"
"Bernd Mettenleiter"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/bernd-mettenleiter"
"Timm Kern"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/timm-kern"
"Karlheinz Busen"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/karlheinz-busen"
